c=500/873
epochs,train,test
10,0.15424311926605505,0.16440000000000002
c=100/873
epochs,train,test
10,0.08669724770642202,0.09640000000000001
c=700/873
epochs,train,test
10,0.1649082568807339,0.17540000000000003
